ex_date,pay_date,amount
2016-12-16,2016-12-30,1.12416
2017-12-18,2017-12-29,0.66914
2018-12-24,2018-12-31,0.15074
2019-12-23,2019-12-31,0.23188
2020-12-21,2020-12-31,0.00128
2021-12-03,2021-12-10,5.39000
2021-12-20,2021-12-31,1.75736
2022-12-19,2022-12-23,1.92826
2023-12-18,2023-12-22,0.56012
2024-12-23,2024-12-27,0.57471
2025-12-22,2025-12-26,0.50862
