ex_date,pay_date,amount
2007-12-17,2007-12-28,0.20000
2008-12-15,2008-12-31,0.17000
2017-12-18,2017-12-29,0.02302
2018-12-24,2018-12-31,0.27586
2019-12-23,2019-12-31,0.52612
2022-12-19,2022-12-23,0.24660
2023-12-18,2023-12-22,1.74553
2024-12-23,2024-12-27,1.31709
2025-12-22,2025-12-26,0.92686
